,time,Sid,HRCount,FanEngageScore,TapCounts,WaveCounts,WhistlesRedeemed,HRDeviceTypeId,Id,Retweet count,polarity_C,subjectivity,sentiment,highlights
197,30-04-2021 22:46,97,70.5,5.25,841,59,9,3,1.39E+18,11.89915966,0.141859923,0.278024748,0.336134454,1
198,30-04-2021 22:47,97,90,6.55,841,59,9,3,1.39E+18,12.2371134,0.085099188,0.287362543,0.195876289,2
199,30-04-2021 22:48,97,82.5,6.3,841,59,9,3,1.39E+18,19.72881356,0.081904915,0.183323581,0.177966102,-3
200,30-04-2021 22:49,97,82.5,6.55,841,59,9,3,1.39E+18,23.03809524,0.059314059,0.232600151,0.076190476,6
201,30-04-2021 22:50,97,87,6.3,841,59,9,3,1.39E+18,39.38372093,0.11678433,0.24499354,0.279069767,4
202,30-04-2021 22:51,97,77.5,6.3,841,59,9,3,1.39E+18,53.68421053,0.107484336,0.209819862,0.328947368,-3
203,30-04-2021 22:52,97,71.5,5.25,841,59,9,3,1.39E+18,21.92079208,0.067332465,0.196286986,0.079207921,1
204,30-04-2021 22:53,97,79.5,6.3,841,59,9,3,1.39E+18,37.15217391,0.049688147,0.197432712,0.108695652,2
205,30-04-2021 22:54,97,91.5,6.55,841,59,9,3,1.39E+18,32.40322581,0.136873325,0.228222192,0.274193548,4
206,30-04-2021 22:55,97,74.5,5.25,841,59,9,3,1.39E+18,59.76153846,0.038167804,0.249499112,0.084615385,4
207,30-04-2021 22:56,97,73,5.25,841,59,9,3,1.39E+18,22.82666667,0.101946609,0.263951659,0.253333333,1
208,30-04-2021 22:57,97,78.5,5.5,841,59,9,3,1.39E+18,10.46666667,0.071992945,0.305965608,0.177777778,0
209,30-04-2021 22:58,97,81,6.55,841,59,9,3,1.39E+18,55.4516129,0.053206605,0.29551758,0.14516129,6
210,30-04-2021 22:59,97,69.5,5.25,841,59,9,3,1.39E+18,20.48809524,0.097018849,0.354619237,0.226190476,6
211,30-04-2021 23:00,97,88.5,6.3,841,59,9,3,1.39E+18,47.64556962,0.105274262,0.250304735,0.215189873,1
212,30-04-2021 23:01,97,72.5,5.25,841,59,9,3,1.39E+18,20.08474576,0.071233522,0.321186441,0.13559322,1
213,30-04-2021 23:02,97,91.5,6.55,841,59,9,3,1.39E+18,46.8961039,0.116270115,0.331456338,0.220779221,-3
214,30-04-2021 23:03,97,92.5,6.8,841,59,9,3,1.39E+18,10.88679245,0.116861624,0.300911815,0.264150943,4
215,30-04-2021 23:04,97,89,6.3,841,59,9,3,1.39E+18,10.80434783,0.210869565,0.398695652,0.434782609,-3
216,30-04-2021 23:05,97,87.5,6.55,994,72,11.5,3,1.39E+18,11.72881356,0.140344272,0.335344058,0.305084746,-1
217,30-04-2021 23:06,97,90,6.8,841,59,9,3,1.39E+18,18.39393939,0.105796056,0.337866763,0.151515152,0
218,30-04-2021 23:07,97,83,5.5,841,59,9,3,1.39E+18,62.65116279,0.223307829,0.304858385,0.488372093,-3
219,30-04-2021 23:08,152,90,6.8,306,26,5,3,1.39E+18,16.40350877,0.087630271,0.340284634,0.122807018,-3
