,time,Sid,HRCount,FanEngageScore,TapCounts,WaveCounts,WhistlesRedeemed,HRDeviceTypeId,Id,Retweet count,polarity_C,subjectivity,sentiment,highlights
155,30-04-2021 22:04,65,84.33333333,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,7.2,0.141071429,0.377698413,0.316666667,2
156,30-04-2021 22:05,65,89,6.633333333,570.3333333,75.33333333,456,3,1.39E+18,69.17460317,0.075,0.203306878,0.126984127,1
157,30-04-2021 22:06,65,80.33333333,6.3,570.3333333,75.33333333,456,3,1.39E+18,38.25961538,0.117306912,0.221340118,0.153846154,2
158,30-04-2021 22:07,65,87.66666667,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,25.4375,0.005785985,0.274018308,0.125,-3
159,30-04-2021 22:08,65,88.33333333,6.633333333,570.3333333,75.33333333,456,3,1.39E+18,46.11594203,0.095652174,0.211956522,0.014492754,-3
160,30-04-2021 22:09,97,84,6.3,841,59,9,3,1.39E+18,128.1489362,0.089471846,0.365339566,0.319148936,-3
161,30-04-2021 22:10,49,80.25,6.425,435,83.5,679.5,3,1.39E+18,57.45945946,0.137467825,0.330148005,0.459459459,1
162,30-04-2021 22:11,65,82.33333333,6.3,570.3333333,75.33333333,456,3,1.39E+18,32.23913043,0.064328063,0.324088713,0.217391304,0
163,30-04-2021 22:12,65,80.66666667,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,15.56451613,0.029138156,0.181329423,0.080645161,0
164,30-04-2021 22:13,65,93.33333333,6.333333333,570.3333333,75.33333333,456,3,1.39E+18,39.97101449,0.105506227,0.231695422,0.173913043,-1
165,30-04-2021 22:14,65,78.33333333,6.3,570.3333333,75.33333333,456,3,1.39E+18,46.95402299,0.092857661,0.22667977,0.333333333,-3
166,30-04-2021 22:15,65,83,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,0.811594203,0.062793225,0.274455148,0.15942029,-3
167,30-04-2021 22:16,65,88,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,22.29807692,0.152370876,0.218096244,0.336538462,-1
168,30-04-2021 22:17,65,84.33333333,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,107.1325301,0.117211704,0.251470166,0.180722892,0
169,30-04-2021 22:18,65,85.33333333,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,5.422764228,0.071730663,0.264490433,0.18699187,1
170,30-04-2021 22:19,65,74.33333333,5.6,570.3333333,75.33333333,456,3,1.39E+18,7.126315789,0.081816378,0.191868117,0.105263158,1
171,30-04-2021 22:20,65,85.66666667,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,50.18181818,0.194493023,0.313415404,0.386363636,1
172,30-04-2021 22:21,65,81,6.3,570.3333333,75.33333333,456,3,1.39E+18,4.858585859,0.103386681,0.271591456,0.212121212,2
173,30-04-2021 22:22,65,80.33333333,6.3,570.3333333,75.33333333,456,3,1.39E+18,7.764705882,0.136200238,0.315359477,0.333333333,-3
174,30-04-2021 22:23,65,67.66666667,4.9,570.3333333,75.33333333,456,3,1.39E+18,22.19230769,0.105645647,0.22200368,0.282051282,-1
175,30-04-2021 22:24,65,80,6.3,570.3333333,75.33333333,456,3,1.39E+18,6.20952381,0.074590026,0.266956192,0.123809524,0
176,30-04-2021 22:25,65,82.66666667,6.3,570.3333333,75.33333333,456,3,1.39E+18,0.582089552,0.124706833,0.282025294,0.21641791,0
177,30-04-2021 22:26,65,83,6.466666667,570.3333333,75.33333333,456,3,1.39E+18,1.291139241,0.113159397,0.303699518,0.265822785,1
178,30-04-2021 22:27,65,83.33333333,6.3,570.3333333,75.33333333,456,3,1.39E+18,6.9296875,0.101904762,0.271670697,0.1875,4
179,30-04-2021 22:28,65,75.33333333,5.6,570.3333333,75.33333333,456,3,1.39E+18,1.628571429,0.081898749,0.244733045,0.219047619,6
180,30-04-2021 22:29,97,90.5,6.55,841,59,9,3,1.39E+18,83.02469136,0.032906379,0.205534979,0.098765432,1
181,30-04-2021 22:30,49,82.25,5.9,435,83.5,679.5,3,1.39E+18,10.28148148,0.117204236,0.249353743,0.177777778,1
182,30-04-2021 22:31,65,92.66666667,6.633333333,570.3333333,75.33333333,456,3,1.39E+18,22.2265625,0.116329357,0.213521873,0.1953125,4
183,30-04-2021 22:32,65,84,6.3,570.3333333,75.33333333,456,3,1.39E+18,15.15,0.085424107,0.284241071,0.225,-2
184,30-04-2021 22:33,97,88.5,6.55,841,59,9,3,1.39E+18,6.940298507,0.044507818,0.259525586,0.029850746,-1
185,30-04-2021 22:34,97,84.5,6.55,841,59,9,3,1.39E+18,11.18253968,0.109076757,0.301638734,0.015873016,0
186,30-04-2021 22:35,97,86,6.3,841,59,9,3,1.39E+18,14.74698795,0.018521706,0.190452285,-0.012048193,1
187,30-04-2021 22:36,97,93,6.8,841,59,9,3,1.39E+18,5.75,0.019601059,0.281164148,0.019230769,2
188,30-04-2021 22:37,97,73.5,5.25,841,59,9,3,1.39E+18,35.02739726,0.066196209,0.238096951,0.232876712,1
189,30-04-2021 22:38,97,90,6.55,841,59,9,3,1.39E+18,46.14705882,0.164705882,0.297058824,0.205882353,-1
190,30-04-2021 22:39,97,87,6.3,841,59,9,3,1.39E+18,15.4496124,0.073063258,0.154477241,0.15503876,-3
191,30-04-2021 22:40,97,72,5.25,841,59,9,3,1.39E+18,34.41441441,0.066219447,0.19420155,0.063063063,-3
192,30-04-2021 22:41,97,73.5,5.25,841,59,9,3,1.39E+18,21.66666667,0.053607504,0.226244589,0.083333333,-3
193,30-04-2021 22:42,97,84.5,6.3,841,59,9,3,1.39E+18,18.64444444,0.114529361,0.224284672,0.333333333,-1
194,30-04-2021 22:43,97,87.5,6.55,841,59,9,3,1.39E+18,33.72413793,0.017857998,0.212068966,0.017241379,0
195,30-04-2021 22:44,97,91,6.55,841,59,9,3,1.39E+18,22.85840708,0.02181574,0.273698904,0.017699115,1
196,30-04-2021 22:45,97,98,6.8,841,59,9,3,1.39E+18,46.17475728,0.089857171,0.208712787,0.155339806,1
