time,Sid,HRCount,FanEngageScore,TapCounts,WaveCounts,WhistlesRedeemed,TeamName,HRDeviceTypeId
30-04-2021 22:34,152,77,6.3,306,26,5,Bangalore,3
30-04-2021 22:35,152,84,6.3,306,26,5,Bangalore,3
30-04-2021 22:36,152,92,6.8,306,26,5,Bangalore,3
30-04-2021 22:37,152,83,6.3,306,26,5,Bangalore,3
30-04-2021 22:38,152,88,6.3,306,26,5,Bangalore,3
30-04-2021 22:39,152,89,6.3,306,26,5,Bangalore,3
30-04-2021 22:40,152,84,6.3,306,26,5,Bangalore,3
30-04-2021 22:41,152,85,6.3,306,26,5,Bangalore,3
30-04-2021 22:42,152,88,6.3,306,26,5,Bangalore,3
30-04-2021 22:43,152,84,6.3,306,26,5,Bangalore,3
30-04-2021 22:44,152,87,6.3,306,26,5,Bangalore,3
30-04-2021 22:45,152,100,6.8,306,26,5,Bangalore,3
30-04-2021 22:46,152,85,6.3,306,26,5,Bangalore,3
30-04-2021 22:47,152,87,6.3,306,26,5,Bangalore,3
30-04-2021 22:48,152,80,6.3,306,26,5,Bangalore,3
30-04-2021 22:49,152,71,6.3,306,26,5,Bangalore,3
30-04-2021 22:50,152,85,6.3,306,26,5,Bangalore,3
30-04-2021 22:51,152,80,6.3,306,26,5,Bangalore,3
30-04-2021 22:52,152,86,6.3,306,26,5,Bangalore,3
30-04-2021 22:53,152,84,6.3,306,26,5,Bangalore,3
30-04-2021 22:54,152,89,6.3,306,26,5,Bangalore,3
30-04-2021 22:55,152,87,6.3,306,26,5,Bangalore,3
30-04-2021 22:56,152,69,4.2,306,26,5,Bangalore,3
30-04-2021 22:57,152,95,6.8,306,26,5,Bangalore,3
30-04-2021 22:58,152,91,6.8,306,26,5,Bangalore,3
30-04-2021 22:59,152,83,6.3,306,26,5,Bangalore,3
30-04-2021 23:00,152,89,6.3,306,26,5,Bangalore,3
30-04-2021 23:01,152,85,6.3,306,26,5,Bangalore,3
30-04-2021 23:02,152,94,6.8,306,26,5,Bangalore,3
30-04-2021 23:03,152,94,6.8,306,26,5,Bangalore,3
30-04-2021 23:04,152,89,6.3,306,26,5,Bangalore,3
30-04-2021 23:05,152,96,6.8,612,52,10,Bangalore,3
30-04-2021 23:06,152,90,6.8,306,26,5,Bangalore,3
30-04-2021 23:07,152,101,6.8,306,26,5,Bangalore,3
30-04-2021 23:08,152,90,6.8,306,26,5,Bangalore,3
30-04-2021 19:46,2471,86,6.3,0,3,0,Delhi,3
30-04-2021 19:48,2471,59,4.2,0,3,0,Delhi,3
30-04-2021 19:50,2471,58,4.2,0,3,0,Delhi,3
30-04-2021 19:51,2471,72,6.3,0,3,0,Delhi,3
30-04-2021 19:53,2471,94,7.3,40,8,0,Punjab,3
30-04-2021 19:54,2471,74,6.3,40,8,0,Punjab,3
30-04-2021 19:55,2471,66,4.2,40,8,0,Punjab,3
30-04-2021 19:56,2471,93,6.8,40,8,0,Punjab,3
30-04-2021 19:57,2471,78,6.3,40,8,0,Punjab,3
30-04-2021 20:01,2471,63,4.2,40,8,0,Punjab,3
30-04-2021 20:13,2471,86,6.3,40,8,0,Punjab,3
30-04-2021 20:14,2471,76,6.3,40,8,0,Punjab,3
30-04-2021 20:15,2471,72,6.3,40,8,0,Punjab,3
30-04-2021 20:16,2471,63,4.2,40,8,0,Punjab,3
30-04-2021 20:17,2471,69,4.2,40,8,0,Punjab,3
30-04-2021 20:18,2471,63,4.2,40,8,0,Punjab,3
30-04-2021 20:19,2471,67,4.2,40,8,0,Punjab,3
30-04-2021 20:20,2471,92,6.8,40,8,0,Punjab,3
30-04-2021 20:21,2471,80,6.3,40,8,0,Punjab,3
30-04-2021 20:22,2471,84,6.3,40,8,0,Punjab,3
30-04-2021 20:23,2471,68,4.2,40,8,0,Punjab,3
30-04-2021 20:24,2471,96,6.8,40,8,0,Punjab,3
30-04-2021 20:25,2471,68,4.2,40,8,0,Punjab,3
30-04-2021 20:26,2471,67,4.2,40,8,0,Punjab,3
30-04-2021 20:27,2471,83,6.3,40,8,0,Punjab,3
30-04-2021 20:28,2471,93,6.8,40,8,0,Punjab,3
30-04-2021 20:29,2471,93,6.8,40,8,0,Punjab,3
30-04-2021 20:30,2471,91,7.1,40,14,0,Punjab,3
30-04-2021 20:31,2471,60,4.2,40,14,0,Punjab,3
30-04-2021 20:32,2471,82,6.3,40,14,0,Punjab,3
30-04-2021 20:33,2471,58,4.2,40,14,0,Punjab,3
30-04-2021 20:34,2471,76,6.3,40,14,0,Punjab,3
30-04-2021 20:35,2471,67,4.2,40,14,0,Punjab,3
30-04-2021 20:36,2471,86,6.3,40,14,0,Punjab,3
30-04-2021 20:37,2471,77,6.8,0,0,0,Mumbai,3
30-04-2021 20:38,2471,79,6.9,50,44,0,Kolkata,3
30-04-2021 20:39,2471,74,6.3,50,44,0,Kolkata,3
30-04-2021 20:40,2471,64,4.2,50,44,0,Kolkata,3
30-04-2021 20:41,2471,61,4.2,50,44,0,Kolkata,3
30-04-2021 20:42,2471,82,6.3,50,44,0,Kolkata,3
30-04-2021 20:43,2471,59,4.2,50,44,0,Kolkata,3
30-04-2021 20:44,2471,75,6.3,50,44,0,Kolkata,3
30-04-2021 20:45,2471,86,6.3,50,44,0,Kolkata,3
30-04-2021 20:46,2471,89,6.3,50,44,0,Kolkata,3
30-04-2021 20:47,2471,78,6.3,50,44,0,Kolkata,3
30-04-2021 20:48,2471,76,6.3,50,44,0,Kolkata,3
30-04-2021 20:49,2471,86,6.3,50,44,0,Kolkata,3
30-04-2021 20:50,2471,79,6.3,50,44,0,Kolkata,3
30-04-2021 20:51,2471,78,6.3,50,44,0,Kolkata,3
30-04-2021 20:52,2471,66,4.2,50,44,0,Kolkata,3
30-04-2021 20:53,2471,83,6.3,0,0,0,Rajasthan,3
30-04-2021 21:00,2471,126,8,0,1,0,Rajasthan,3
30-04-2021 21:03,2471,65,4.2,0,2,0,Rajasthan,3
30-04-2021 21:04,2471,87,6.3,0,2,0,Rajasthan,3
30-04-2021 21:05,2471,78,6.3,0,2,0,Rajasthan,3
30-04-2021 21:06,2471,65,4.2,0,3,0,Rajasthan,3
30-04-2021 21:19,2471,77,6.3,0,3,0,Rajasthan,3
30-04-2021 21:20,2471,57,4.2,0,4,0,Rajasthan,3
30-04-2021 21:21,2471,63,4.9,163,29,1,Bangalore,3
30-04-2021 21:22,2471,79,6.3,163,29,1,Bangalore,3
30-04-2021 21:23,2471,70,6.3,163,29,1,Bangalore,3
30-04-2021 21:24,2471,67,4.2,163,29,1,Bangalore,3
30-04-2021 21:25,2471,72,6.3,163,29,1,Bangalore,3
30-04-2021 21:26,2471,65,4.2,163,29,1,Bangalore,3
30-04-2021 21:27,2471,88,6.3,163,29,1,Bangalore,3
30-04-2021 21:28,2471,88,6.3,163,29,1,Bangalore,3
30-04-2021 21:29,2471,114,8,163,29,1,Bangalore,3
30-04-2021 21:30,2471,84,6.3,163,29,1,Bangalore,3
30-04-2021 21:31,2471,63,4.2,163,29,1,Bangalore,3
30-04-2021 21:32,2471,86,6.3,163,29,1,Bangalore,3
30-04-2021 21:33,2471,86,6.3,163,29,1,Bangalore,3
30-04-2021 21:35,2471,76,6.3,163,29,1,Bangalore,3
30-04-2021 21:35,2471,96,6.8,163,29,1,Bangalore,3
30-04-2021 21:37,2471,69,4.2,163,29,1,Bangalore,3
30-04-2021 21:37,2471,84,6.3,163,29,1,Bangalore,3
30-04-2021 21:38,2471,69,4.2,163,29,1,Bangalore,3
30-04-2021 21:39,2471,80,6.3,163,29,1,Bangalore,3
30-04-2021 21:40,2471,123,8,163,29,1,Bangalore,3
30-04-2021 21:41,2471,82,6.3,163,29,1,Bangalore,3
